infinitivo,ending,pensyl,prepensyl,pospensyl,stem,null,null,tense,mood,class_pensyl,class_suff,1,1,conjugacion
influenciar,ar,fluen,f,luen,ci,null,null,1,0,0,abais,1,1,influenciabais
influenciar,ar,fluen,f,luen,ci,null,null,1,0,0,aban,1,1,influenciaban
influenciar,ar,fluen,f,luen,ci,null,null,2,0,0,é,0,1,influencié
influenciar,ar,fluen,f,luen,ci,null,null,2,0,0,aste,1,1,influenciaste
influenciar,ar,fluen,f,luen,ci,null,null,2,0,0,ó,0,1,influenció
influenciar,ar,fluen,f,luen,ci,null,null,2,0,0,amos,1,1,influenciamos
influenciar,ar,fluen,f,luen,ci,null,null,2,0,0,asteis,1,1,influenciasteis
influenciar,ar,fluen,f,luen,ci,null,null,2,0,0,aron,1,1,influenciaron
influenciar,ar,fluen,f,luen,ci,null,null,3,0,0,aré,1,1,influenciaré
influenciar,ar,fluen,f,luen,ci,null,null,3,0,0,arás,1,1,influenciarás
influenciar,ar,fluen,f,luen,ci,null,null,3,0,0,ará,1,1,influenciará
influenciar,ar,fluen,f,luen,ci,null,null,3,0,0,aremos,1,1,influenciaremos
influenciar,ar,fluen,f,luen,ci,null,null,3,0,0,aréis,1,1,influenciaréis
influenciar,ar,fluen,f,luen,ci,null,null,3,0,0,arán,1,1,influenciarán
influenciar,ar,fluen,f,luen,ci,null,null,4,0,0,aría,1,1,influenciaría
influenciar,ar,fluen,f,luen,ci,null,null,4,0,0,arías,1,1,influenciarías
influenciar,ar,fluen,f,luen,ci,null,null,4,0,0,aría,1,1,influenciaría
influenciar,ar,fluen,f,luen,ci,null,null,4,0,0,aríamos,1,1,influenciaríamos
influenciar,ar,fluen,f,luen,ci,null,null,4,0,0,aríais,1,1,influenciaríais
influenciar,ar,fluen,f,luen,ci,null,null,4,0,0,arían,1,1,influenciarían
influenciar,ar,fluen,f,luen,ci,null,null,0,1,0,e,0,1,influencie
influenciar,ar,fluen,f,luen,ci,null,null,0,1,0,es,0,1,influencies
influenciar,ar,fluen,f,luen,ci,null,null,0,1,0,e,0,1,influencie
influenciar,ar,fluen,f,luen,ci,null,null,0,1,0,emos,1,1,influenciemos
influenciar,ar,fluen,f,luen,ci,null,null,0,1,0,éis,0,1,influenciéis
influenciar,ar,fluen,f,luen,ci,null,null,0,1,0,en,0,1,influencien
influenciar,ar,fluen,f,luen,ci,null,null,1,1,0,ara,1,1,influenciara
influenciar,ar,fluen,f,luen,ci,null,null,1,1,0,aras,1,1,influenciaras
influenciar,ar,fluen,f,luen,ci,null,null,1,1,0,ara,1,1,influenciara
influenciar,ar,fluen,f,luen,ci,null,null,1,1,0,áramos,1,1,influenciáramos
influenciar,ar,fluen,f,luen,ci,null,null,1,1,0,arais,1,1,influenciarais
influenciar,ar,fluen,f,luen,ci,null,null,1,1,0,aran,1,1,influenciaran
influenciar,ar,fluen,f,luen,ci,null,null,3,1,0,are,1,1,influenciare
influenciar,ar,fluen,f,luen,ci,null,null,3,1,0,ares,1,1,influenciares
influenciar,ar,fluen,f,luen,ci,null,null,3,1,0,are,1,1,influenciare
influenciar,ar,fluen,f,luen,ci,null,null,3,1,0,áremos,1,1,influenciáremos
influenciar,ar,fluen,f,luen,ci,null,null,3,1,0,areis,1,1,influenciareis
influenciar,ar,fluen,f,luen,ci,null,null,3,1,0,aren,1,1,influenciaren
influenciar,ar,fluen,f,luen,ci,null,null,0,2,-,?,0,null,-
influenciar,ar,fluen,f,luen,ci,null,null,0,2,0,a,0,1,influencia
influenciar,ar,fluen,f,luen,ci,null,null,0,2,0,e,0,1,influencie
influenciar,ar,fluen,f,luen,ci,null,null,0,2,0,emos,1,1,influenciemos
influenciar,ar,fluen,f,luen,ci,null,null,0,2,0,ad,0,1,influenciad
influenciar,ar,fluen,f,luen,ci,null,null,0,2,0,en,0,1,influencien
informar,ar,for,f,or,m,null,null,0,0,0,o,0,1,informo
informar,ar,for,f,or,m,null,null,0,0,0,as,0,1,informas
informar,ar,for,f,or,m,null,null,0,0,0,a,0,1,informa
informar,ar,for,f,or,m,null,null,0,0,0,amos,1,1,informamos
informar,ar,for,f,or,m,null,null,0,0,0,áis,0,1,informáis
informar,ar,for,f,or,m,null,null,0,0,0,an,0,1,informan
informar,ar,for,f,or,m,null,null,1,0,0,aba,1,1,informaba
informar,ar,for,f,or,m,null,null,1,0,0,abas,1,1,informabas
informar,ar,for,f,or,m,null,null,1,0,0,aba,1,1,informaba
informar,ar,for,f,or,m,null,null,1,0,0,ábamos,1,1,informábamos
informar,ar,for,f,or,m,null,null,1,0,0,abais,1,1,informabais
informar,ar,for,f,or,m,null,null,1,0,0,aban,1,1,informaban
informar,ar,for,f,or,m,null,null,2,0,0,é,0,1,informé
informar,ar,for,f,or,m,null,null,2,0,0,aste,1,1,informaste
informar,ar,for,f,or,m,null,null,2,0,0,ó,0,1,informó
informar,ar,for,f,or,m,null,null,2,0,0,amos,1,1,informamos
informar,ar,for,f,or,m,null,null,2,0,0,asteis,1,1,informasteis
informar,ar,for,f,or,m,null,null,2,0,0,aron,1,1,informaron
informar,ar,for,f,or,m,null,null,3,0,0,aré,1,1,informaré
informar,ar,for,f,or,m,null,null,3,0,0,arás,1,1,informarás
informar,ar,for,f,or,m,null,null,3,0,0,ará,1,1,informará
informar,ar,for,f,or,m,null,null,3,0,0,aremos,1,1,informaremos
informar,ar,for,f,or,m,null,null,3,0,0,aréis,1,1,informaréis
informar,ar,for,f,or,m,null,null,3,0,0,arán,1,1,informarán
informar,ar,for,f,or,m,null,null,4,0,0,aría,1,1,informaría
informar,ar,for,f,or,m,null,null,4,0,0,arías,1,1,informarías
informar,ar,for,f,or,m,null,null,4,0,0,aría,1,1,informaría
informar,ar,for,f,or,m,null,null,4,0,0,aríamos,1,1,informaríamos
informar,ar,for,f,or,m,null,null,4,0,0,aríais,1,1,informaríais
informar,ar,for,f,or,m,null,null,4,0,0,arían,1,1,informarían
informar,ar,for,f,or,m,null,null,0,1,0,e,0,1,informe
informar,ar,for,f,or,m,null,null,0,1,0,es,0,1,informes
informar,ar,for,f,or,m,null,null,0,1,0,e,0,1,informe
informar,ar,for,f,or,m,null,null,0,1,0,emos,1,1,informemos
informar,ar,for,f,or,m,null,null,0,1,0,éis,0,1,informéis
informar,ar,for,f,or,m,null,null,0,1,0,en,0,1,informen
informar,ar,for,f,or,m,null,null,1,1,0,ara,1,1,informara
informar,ar,for,f,or,m,null,null,1,1,0,aras,1,1,informaras
informar,ar,for,f,or,m,null,null,1,1,0,ara,1,1,informara
informar,ar,for,f,or,m,null,null,1,1,0,áramos,1,1,informáramos
informar,ar,for,f,or,m,null,null,1,1,0,arais,1,1,informarais
informar,ar,for,f,or,m,null,null,1,1,0,aran,1,1,informaran
informar,ar,for,f,or,m,null,null,3,1,0,are,1,1,informare
informar,ar,for,f,or,m,null,null,3,1,0,ares,1,1,informares
informar,ar,for,f,or,m,null,null,3,1,0,are,1,1,informare
informar,ar,for,f,or,m,null,null,3,1,0,áremos,1,1,informáremos
informar,ar,for,f,or,m,null,null,3,1,0,areis,1,1,informareis
informar,ar,for,f,or,m,null,null,3,1,0,aren,1,1,informaren
informar,ar,for,f,or,m,null,null,0,2,-,?,0,null,-
informar,ar,for,f,or,m,null,null,0,2,0,a,0,1,informa
informar,ar,for,f,or,m,null,null,0,2,0,e,0,1,informe
informar,ar,for,f,or,m,null,null,0,2,0,emos,1,1,informemos
informar,ar,for,f,or,m,null,null,0,2,0,ad,0,1,informad
informar,ar,for,f,or,m,null,null,0,2,0,en,0,1,informen
inyectar,ar,yec,y,ec,t,null,null,0,0,0,o,0,1,inyecto
inyectar,ar,yec,y,ec,t,null,null,0,0,0,as,0,1,inyectas
inyectar,ar,yec,y,ec,t,null,null,0,0,0,a,0,1,inyecta
inyectar,ar,yec,y,ec,t,null,null,0,0,0,amos,1,1,inyectamos
inyectar,ar,yec,y,ec,t,null,null,0,0,0,áis,0,1,inyectáis
inyectar,ar,yec,y,ec,t,null,null,0,0,0,an,0,1,inyectan
inyectar,ar,yec,y,ec,t,null,null,1,0,0,aba,1,1,inyectaba
inyectar,ar,yec,y,ec,t,null,null,1,0,0,abas,1,1,inyectabas
inyectar,ar,yec,y,ec,t,null,null,1,0,0,aba,1,1,inyectaba
inyectar,ar,yec,y,ec,t,null,null,1,0,0,ábamos,1,1,inyectábamos
inyectar,ar,yec,y,ec,t,null,null,1,0,0,abais,1,1,inyectabais
inyectar,ar,yec,y,ec,t,null,null,1,0,0,aban,1,1,inyectaban
inyectar,ar,yec,y,ec,t,null,null,2,0,0,é,0,1,inyecté
inyectar,ar,yec,y,ec,t,null,null,2,0,0,aste,1,1,inyectaste
inyectar,ar,yec,y,ec,t,null,null,2,0,0,ó,0,1,inyectó
inyectar,ar,yec,y,ec,t,null,null,2,0,0,amos,1,1,inyectamos
inyectar,ar,yec,y,ec,t,null,null,2,0,0,asteis,1,1,inyectasteis
inyectar,ar,yec,y,ec,t,null,null,2,0,0,aron,1,1,inyectaron
inyectar,ar,yec,y,ec,t,null,null,3,0,0,aré,1,1,inyectaré
inyectar,ar,yec,y,ec,t,null,null,3,0,0,arás,1,1,inyectarás
inyectar,ar,yec,y,ec,t,null,null,3,0,0,ará,1,1,inyectará
inyectar,ar,yec,y,ec,t,null,null,3,0,0,aremos,1,1,inyectaremos
inyectar,ar,yec,y,ec,t,null,null,3,0,0,aréis,1,1,inyectaréis
inyectar,ar,yec,y,ec,t,null,null,3,0,0,arán,1,1,inyectarán
inyectar,ar,yec,y,ec,t,null,null,4,0,0,aría,1,1,inyectaría
inyectar,ar,yec,y,ec,t,null,null,4,0,0,arías,1,1,inyectarías
inyectar,ar,yec,y,ec,t,null,null,4,0,0,aría,1,1,inyectaría
inyectar,ar,yec,y,ec,t,null,null,4,0,0,aríamos,1,1,inyectaríamos
inyectar,ar,yec,y,ec,t,null,null,4,0,0,aríais,1,1,inyectaríais
inyectar,ar,yec,y,ec,t,null,null,4,0,0,arían,1,1,inyectarían
inyectar,ar,yec,y,ec,t,null,null,0,1,0,e,0,1,inyecte
inyectar,ar,yec,y,ec,t,null,null,0,1,0,es,0,1,inyectes
inyectar,ar,yec,y,ec,t,null,null,0,1,0,e,0,1,inyecte
inyectar,ar,yec,y,ec,t,null,null,0,1,0,emos,1,1,inyectemos
inyectar,ar,yec,y,ec,t,null,null,0,1,0,éis,0,1,inyectéis
inyectar,ar,yec,y,ec,t,null,null,0,1,0,en,0,1,inyecten
inyectar,ar,yec,y,ec,t,null,null,1,1,0,ara,1,1,inyectara
inyectar,ar,yec,y,ec,t,null,null,1,1,0,aras,1,1,inyectaras
inyectar,ar,yec,y,ec,t,null,null,1,1,0,ara,1,1,inyectara
inyectar,ar,yec,y,ec,t,null,null,1,1,0,áramos,1,1,inyectáramos
inyectar,ar,yec,y,ec,t,null,null,1,1,0,arais,1,1,inyectarais
inyectar,ar,yec,y,ec,t,null,null,1,1,0,aran,1,1,inyectaran
inyectar,ar,yec,y,ec,t,null,null,3,1,0,are,1,1,inyectare
inyectar,ar,yec,y,ec,t,null,null,3,1,0,ares,1,1,inyectares
inyectar,ar,yec,y,ec,t,null,null,3,1,0,are,1,1,inyectare
inyectar,ar,yec,y,ec,t,null,null,3,1,0,áremos,1,1,inyectáremos
inyectar,ar,yec,y,ec,t,null,null,3,1,0,areis,1,1,inyectareis
inyectar,ar,yec,y,ec,t,null,null,3,1,0,aren,1,1,inyectaren
inyectar,ar,yec,y,ec,t,null,null,0,2,-,?,0,null,-
inyectar,ar,yec,y,ec,t,null,null,0,2,0,a,0,1,inyecta
inyectar,ar,yec,y,ec,t,null,null,0,2,0,e,0,1,inyecte
inyectar,ar,yec,y,ec,t,null,null,0,2,0,emos,1,1,inyectemos
inyectar,ar,yec,y,ec,t,null,null,0,2,0,ad,0,1,inyectad
inyectar,ar,yec,y,ec,t,null,null,0,2,0,en,0,1,inyecten
herir,ir,he,NULL,he,r,null,null,0,0,hie,o,1,1,hiero
herir,ir,he,NULL,he,r,null,null,0,0,hie,es,1,1,hieres
herir,ir,he,NULL,he,r,null,null,0,0,hie,e,1,1,hiere
herir,ir,he,NULL,he,r,null,null,0,0,0,imos,1,1,herimos
herir,ir,he,NULL,he,r,null,null,0,0,0,ís,0,1,herís
herir,ir,he,NULL,he,r,null,null,0,0,hie,en,1,1,hieren
herir,ir,he,NULL,he,r,null,null,1,0,0,ía,1,1,hería
herir,ir,he,NULL,he,r,null,null,1,0,0,ías,1,1,herías
herir,ir,he,NULL,he,r,null,null,1,0,0,ía,1,1,hería
herir,ir,he,NULL,he,r,null,null,1,0,0,íamos,1,1,heríamos
herir,ir,he,NULL,he,r,null,null,1,0,0,íais,1,1,heríais
herir,ir,he,NULL,he,r,null,null,1,0,0,ían,1,1,herían
herir,ir,he,NULL,he,r,null,null,2,0,0,í,0,1,herí
herir,ir,he,NULL,he,r,null,null,2,0,0,iste,1,1,heriste
herir,ir,he,NULL,he,r,null,null,2,0,hi,ió,1,1,hirió
herir,ir,he,NULL,he,r,null,null,2,0,0,imos,1,1,herimos
herir,ir,he,NULL,he,r,null,null,2,0,0,isteis,1,1,heristeis
herir,ir,he,NULL,he,r,null,null,2,0,hi,ieron,1,1,hirieron
herir,ir,he,NULL,he,r,null,null,3,0,0,iré,1,1,heriré
herir,ir,he,NULL,he,r,null,null,3,0,0,irás,1,1,herirás
herir,ir,he,NULL,he,r,null,null,3,0,0,irá,1,1,herirá
herir,ir,he,NULL,he,r,null,null,3,0,0,iremos,1,1,heriremos
herir,ir,he,NULL,he,r,null,null,3,0,0,iréis,1,1,heriréis
herir,ir,he,NULL,he,r,null,null,3,0,0,irán,1,1,herirán
herir,ir,he,NULL,he,r,null,null,4,0,0,iría,1,1,heriría
herir,ir,he,NULL,he,r,null,null,4,0,0,irías,1,1,herirías
herir,ir,he,NULL,he,r,null,null,4,0,0,iría,1,1,heriría
herir,ir,he,NULL,he,r,null,null,4,0,0,iríamos,1,1,heriríamos
herir,ir,he,NULL,he,r,null,null,4,0,0,iríais,1,1,heriríais
herir,ir,he,NULL,he,r,null,null,4,0,0,irían,1,1,herirían
herir,ir,he,NULL,he,r,null,null,0,1,hie,a,1,1,hiera
herir,ir,he,NULL,he,r,null,null,0,1,hie,as,1,1,hieras
herir,ir,he,NULL,he,r,null,null,0,1,hie,a,1,1,hiera
herir,ir,he,NULL,he,r,null,null,0,1,hi,amos,1,1,hiramos
herir,ir,he,NULL,he,r,null,null,0,1,hi,áis,1,1,hiráis
herir,ir,he,NULL,he,r,null,null,0,1,hie,an,1,1,hieran
herir,ir,he,NULL,he,r,null,null,1,1,hi,iera,1,1,hiriera
herir,ir,he,NULL,he,r,null,null,1,1,hi,ieras,1,1,hirieras
herir,ir,he,NULL,he,r,null,null,1,1,hi,iera,1,1,hiriera
herir,ir,he,NULL,he,r,null,null,1,1,hi,iéramos,1,1,hiriéramos
herir,ir,he,NULL,he,r,null,null,1,1,hi,ierais,1,1,hirierais
herir,ir,he,NULL,he,r,null,null,1,1,hi,ieran,1,1,hirieran
herir,ir,he,NULL,he,r,null,null,3,1,hi,iere,1,1,hiriere
herir,ir,he,NULL,he,r,null,null,3,1,hi,ieres,1,1,hirieres
herir,ir,he,NULL,he,r,null,null,3,1,hi,iere,1,1,hiriere
herir,ir,he,NULL,he,r,null,null,3,1,hi,iéremos,1,1,hiriéremos
herir,ir,he,NULL,he,r,null,null,3,1,hi,iereis,1,1,hiriereis
herir,ir,he,NULL,he,r,null,null,3,1,hi,ieren,1,1,hirieren
herir,ir,he,NULL,he,r,null,null,0,2,-,?,0,null,-
herir,ir,he,NULL,he,r,null,null,0,2,hie,e,1,1,hiere
herir,ir,he,NULL,he,r,null,null,0,2,hie,a,1,1,hiera
herir,ir,he,NULL,he,r,null,null,0,2,hi,amos,1,1,hiramos
herir,ir,he,NULL,he,r,null,null,0,2,0,id,0,1,herid
herir,ir,he,NULL,he,r,null,null,0,2,hie,an,1,1,hieran
presentar,ar,sen,s,en,t,null,null,0,0,0,o,0,1,presento
presentar,ar,sen,s,en,t,null,null,0,0,0,as,0,1,presentas
presentar,ar,sen,s,en,t,null,null,0,0,0,a,0,1,presenta
presentar,ar,sen,s,en,t,null,null,0,0,0,amos,1,1,presentamos
presentar,ar,sen,s,en,t,null,null,0,0,0,áis,0,1,presentáis
presentar,ar,sen,s,en,t,null,null,0,0,0,an,0,1,presentan
presentar,ar,sen,s,en,t,null,null,1,0,0,aba,1,1,presentaba
presentar,ar,sen,s,en,t,null,null,1,0,0,abas,1,1,presentabas
presentar,ar,sen,s,en,t,null,null,1,0,0,aba,1,1,presentaba
presentar,ar,sen,s,en,t,null,null,1,0,0,ábamos,1,1,presentábamos
presentar,ar,sen,s,en,t,null,null,1,0,0,abais,1,1,presentabais
presentar,ar,sen,s,en,t,null,null,1,0,0,aban,1,1,presentaban
presentar,ar,sen,s,en,t,null,null,2,0,0,é,0,1,presenté
presentar,ar,sen,s,en,t,null,null,2,0,0,aste,1,1,presentaste
presentar,ar,sen,s,en,t,null,null,2,0,0,ó,0,1,presentó
presentar,ar,sen,s,en,t,null,null,2,0,0,amos,1,1,presentamos
presentar,ar,sen,s,en,t,null,null,2,0,0,asteis,1,1,presentasteis
presentar,ar,sen,s,en,t,null,null,2,0,0,aron,1,1,presentaron
presentar,ar,sen,s,en,t,null,null,3,0,0,aré,1,1,presentaré
presentar,ar,sen,s,en,t,null,null,3,0,0,arás,1,1,presentarás
presentar,ar,sen,s,en,t,null,null,3,0,0,ará,1,1,presentará
presentar,ar,sen,s,en,t,null,null,3,0,0,aremos,1,1,presentaremos
presentar,ar,sen,s,en,t,null,null,3,0,0,aréis,1,1,presentaréis
presentar,ar,sen,s,en,t,null,null,3,0,0,arán,1,1,presentarán
presentar,ar,sen,s,en,t,null,null,4,0,0,aría,1,1,presentaría
presentar,ar,sen,s,en,t,null,null,4,0,0,arías,1,1,presentarías
presentar,ar,sen,s,en,t,null,null,4,0,0,aría,1,1,presentaría
presentar,ar,sen,s,en,t,null,null,4,0,0,aríamos,1,1,presentaríamos
presentar,ar,sen,s,en,t,null,null,4,0,0,aríais,1,1,presentaríais
presentar,ar,sen,s,en,t,null,null,4,0,0,arían,1,1,presentarían
presentar,ar,sen,s,en,t,null,null,0,1,0,e,0,1,presente
presentar,ar,sen,s,en,t,null,null,0,1,0,es,0,1,presentes
presentar,ar,sen,s,en,t,null,null,0,1,0,e,0,1,presente
presentar,ar,sen,s,en,t,null,null,0,1,0,emos,1,1,presentemos
presentar,ar,sen,s,en,t,null,null,0,1,0,éis,0,1,presentéis
presentar,ar,sen,s,en,t,null,null,0,1,0,en,0,1,presenten
presentar,ar,sen,s,en,t,null,null,1,1,0,ara,1,1,presentara
presentar,ar,sen,s,en,t,null,null,1,1,0,aras,1,1,presentaras
presentar,ar,sen,s,en,t,null,null,1,1,0,ara,1,1,presentara
presentar,ar,sen,s,en,t,null,null,1,1,0,áramos,1,1,presentáramos
presentar,ar,sen,s,en,t,null,null,1,1,0,arais,1,1,presentarais
presentar,ar,sen,s,en,t,null,null,1,1,0,aran,1,1,presentaran
presentar,ar,sen,s,en,t,null,null,3,1,0,are,1,1,presentare
presentar,ar,sen,s,en,t,null,null,3,1,0,ares,1,1,presentares
presentar,ar,sen,s,en,t,null,null,3,1,0,are,1,1,presentare
presentar,ar,sen,s,en,t,null,null,3,1,0,áremos,1,1,presentáremos
presentar,ar,sen,s,en,t,null,null,3,1,0,areis,1,1,presentareis
presentar,ar,sen,s,en,t,null,null,3,1,0,aren,1,1,presentaren
presentar,ar,sen,s,en,t,null,null,0,2,-,?,0,null,-
presentar,ar,sen,s,en,t,null,null,0,2,0,a,0,1,presenta
presentar,ar,sen,s,en,t,null,null,0,2,0,e,0,1,presente
presentar,ar,sen,s,en,t,null,null,0,2,0,emos,1,1,presentemos
presentar,ar,sen,s,en,t,null,null,0,2,0,ad,0,1,presentad
presentar,ar,sen,s,en,t,null,null,0,2,0,en,0,1,presenten
instruir,ir,ins,i,ns,tru,null,null,0,0,0,yo,1,1,instruyo
instruir,ir,ins,i,ns,tru,null,null,0,0,0,yes,1,1,instruyes
instruir,ir,ins,i,ns,tru,null,null,0,0,0,ye,1,1,instruye
instruir,ir,ins,i,ns,tru,null,null,0,0,0,imos,1,1,instruimos
instruir,ir,ins,i,ns,tru,null,null,0,0,0,ís,0,1,instruís
instruir,ir,ins,i,ns,tru,null,null,0,0,0,yen,1,1,instruyen
instruir,ir,ins,i,ns,tru,null,null,1,0,0,ía,1,1,instruía
instruir,ir,ins,i,ns,tru,null,null,1,0,0,ías,1,1,instruías
instruir,ir,ins,i,ns,tru,null,null,1,0,0,ía,1,1,instruía
instruir,ir,ins,i,ns,tru,null,null,1,0,0,íamos,1,1,instruíamos
instruir,ir,ins,i,ns,tru,null,null,1,0,0,íais,1,1,instruíais
instruir,ir,ins,i,ns,tru,null,null,1,0,0,ían,1,1,instruían
instruir,ir,ins,i,ns,tru,null,null,2,0,0,í,0,1,instruí
instruir,ir,ins,i,ns,tru,null,null,2,0,0,iste,1,1,instruiste
instruir,ir,ins,i,ns,tru,null,null,2,0,0,yó,1,1,instruyó
instruir,ir,ins,i,ns,tru,null,null,2,0,0,imos,1,1,instruimos
instruir,ir,ins,i,ns,tru,null,null,2,0,0,isteis,1,1,instruisteis
instruir,ir,ins,i,ns,tru,null,null,2,0,0,yeron,1,1,instruyeron
instruir,ir,ins,i,ns,tru,null,null,3,0,0,iré,1,1,instruiré
instruir,ir,ins,i,ns,tru,null,null,3,0,0,irás,1,1,instruirás
instruir,ir,ins,i,ns,tru,null,null,3,0,0,irá,1,1,instruirá
instruir,ir,ins,i,ns,tru,null,null,3,0,0,iremos,1,1,instruiremos
instruir,ir,ins,i,ns,tru,null,null,3,0,0,iréis,1,1,instruiréis
instruir,ir,ins,i,ns,tru,null,null,3,0,0,irán,1,1,instruirán
instruir,ir,ins,i,ns,tru,null,null,4,0,0,iría,1,1,instruiría
instruir,ir,ins,i,ns,tru,null,null,4,0,0,irías,1,1,instruirías
instruir,ir,ins,i,ns,tru,null,null,4,0,0,iría,1,1,instruiría
instruir,ir,ins,i,ns,tru,null,null,4,0,0,iríamos,1,1,instruiríamos
instruir,ir,ins,i,ns,tru,null,null,4,0,0,iríais,1,1,instruiríais
instruir,ir,ins,i,ns,tru,null,null,4,0,0,irían,1,1,instruirían
instruir,ir,ins,i,ns,tru,null,null,0,1,0,ya,1,1,instruya
instruir,ir,ins,i,ns,tru,null,null,0,1,0,yas,1,1,instruyas
instruir,ir,ins,i,ns,tru,null,null,0,1,0,ya,1,1,instruya
instruir,ir,ins,i,ns,tru,null,null,0,1,0,yamos,1,1,instruyamos
instruir,ir,ins,i,ns,tru,null,null,0,1,0,yáis,1,1,instruyáis
instruir,ir,ins,i,ns,tru,null,null,0,1,0,yan,1,1,instruyan
instruir,ir,ins,i,ns,tru,null,null,1,1,0,yera,1,1,instruyera
instruir,ir,ins,i,ns,tru,null,null,1,1,0,yeras,1,1,instruyeras
instruir,ir,ins,i,ns,tru,null,null,1,1,0,yera,1,1,instruyera
instruir,ir,ins,i,ns,tru,null,null,1,1,0,yéramos,1,1,instruyéramos
instruir,ir,ins,i,ns,tru,null,null,1,1,0,yerais,1,1,instruyerais
instruir,ir,ins,i,ns,tru,null,null,1,1,0,yeran,1,1,instruyeran
instruir,ir,ins,i,ns,tru,null,null,3,1,0,yere,1,1,instruyere
instruir,ir,ins,i,ns,tru,null,null,3,1,0,yeres,1,1,instruyeres
instruir,ir,ins,i,ns,tru,null,null,3,1,0,yere,1,1,instruyere
instruir,ir,ins,i,ns,tru,null,null,3,1,0,yéremos,1,1,instruyéremos
instruir,ir,ins,i,ns,tru,null,null,3,1,0,yereis,1,1,instruyereis
instruir,ir,ins,i,ns,tru,null,null,3,1,0,yeren,1,1,instruyeren
instruir,ir,ins,i,ns,tru,null,null,0,2,-,?,0,null,-
instruir,ir,ins,i,ns,tru,null,null,0,2,0,ye,1,1,instruye
instruir,ir,ins,i,ns,tru,null,null,0,2,0,ya,1,1,instruya
instruir,ir,ins,i,ns,tru,null,null,0,2,0,yamos,1,1,instruyamos
instruir,ir,ins,i,ns,tru,null,null,0,2,0,id,0,1,instruid
instruir,ir,ins,i,ns,tru,null,null,0,2,0,yan,1,1,instruyan
interesar,ar,re,NULL,re,s,null,null,0,0,0,o,0,1,intereso
interesar,ar,re,NULL,re,s,null,null,0,0,0,as,0,1,interesas
interesar,ar,re,NULL,re,s,null,null,0,0,0,a,0,1,interesa
interesar,ar,re,NULL,re,s,null,null,0,0,0,amos,1,1,interesamos
interesar,ar,re,NULL,re,s,null,null,0,0,0,áis,0,1,interesáis
interesar,ar,re,NULL,re,s,null,null,0,0,0,an,0,1,interesan
interesar,ar,re,NULL,re,s,null,null,1,0,0,aba,1,1,interesaba
interesar,ar,re,NULL,re,s,null,null,1,0,0,abas,1,1,interesabas
interesar,ar,re,NULL,re,s,null,null,1,0,0,aba,1,1,interesaba
interesar,ar,re,NULL,re,s,null,null,1,0,0,ábamos,1,1,interesábamos
interesar,ar,re,NULL,re,s,null,null,1,0,0,abais,1,1,interesabais
interesar,ar,re,NULL,re,s,null,null,1,0,0,aban,1,1,interesaban
interesar,ar,re,NULL,re,s,null,null,2,0,0,é,0,1,interesé
interesar,ar,re,NULL,re,s,null,null,2,0,0,aste,1,1,interesaste
interesar,ar,re,NULL,re,s,null,null,2,0,0,ó,0,1,interesó
interesar,ar,re,NULL,re,s,null,null,2,0,0,amos,1,1,interesamos
interesar,ar,re,NULL,re,s,null,null,2,0,0,asteis,1,1,interesasteis
interesar,ar,re,NULL,re,s,null,null,2,0,0,aron,1,1,interesaron
interesar,ar,re,NULL,re,s,null,null,3,0,0,aré,1,1,interesaré
interesar,ar,re,NULL,re,s,null,null,3,0,0,arás,1,1,interesarás
interesar,ar,re,NULL,re,s,null,null,3,0,0,ará,1,1,interesará
interesar,ar,re,NULL,re,s,null,null,3,0,0,aremos,0,1,interesaremos
interesar,ar,re,NULL,re,s,null,null,3,0,0,aréis,1,1,interesaréis
interesar,ar,re,NULL,re,s,null,null,3,0,0,arán,1,1,interesarán
interesar,ar,re,NULL,re,s,null,null,4,0,0,aría,1,1,interesaría
interesar,ar,re,NULL,re,s,null,null,4,0,0,arías,1,1,interesarías
interesar,ar,re,NULL,re,s,null,null,4,0,0,aría,1,1,interesaría
interesar,ar,re,NULL,re,s,null,null,4,0,0,aríamos,1,1,interesaríamos
interesar,ar,re,NULL,re,s,null,null,4,0,0,aríais,1,1,interesaríais
interesar,ar,re,NULL,re,s,null,null,4,0,0,arían,1,1,interesarían
interesar,ar,re,NULL,re,s,null,null,0,1,0,e,0,1,interese
interesar,ar,re,NULL,re,s,null,null,0,1,0,es,0,1,intereses
interesar,ar,re,NULL,re,s,null,null,0,1,0,e,0,1,interese
interesar,ar,re,NULL,re,s,null,null,0,1,0,emos,1,1,interesemos
interesar,ar,re,NULL,re,s,null,null,0,1,0,éis,0,1,intereséis
interesar,ar,re,NULL,re,s,null,null,0,1,0,en,0,1,interesen
interesar,ar,re,NULL,re,s,null,null,1,1,0,ara,1,1,interesara
interesar,ar,re,NULL,re,s,null,null,1,1,0,aras,1,1,interesaras
interesar,ar,re,NULL,re,s,null,null,1,1,0,ara,1,1,interesara
interesar,ar,re,NULL,re,s,null,null,1,1,0,áramos,1,1,interesáramos
interesar,ar,re,NULL,re,s,null,null,1,1,0,arais,1,1,interesarais
interesar,ar,re,NULL,re,s,null,null,1,1,0,aran,1,1,interesaran
interesar,ar,re,NULL,re,s,null,null,3,1,0,are,1,1,interesare
interesar,ar,re,NULL,re,s,null,null,3,1,0,ares,1,1,interesares
interesar,ar,re,NULL,re,s,null,null,3,1,0,are,1,1,interesare
